Entity,Code,Year,Nuclear (% direct primary energy),Renewables (% direct primary energy),Fossil fuels (% direct primary energy)
Africa,,1965,0,2.0205562,97.97945
Africa,,1966,0,2.1577976,97.8422
Africa,,1967,0,2.2327197,97.76728
Africa,,1968,0,2.4842381,97.51576
Africa,,1969,0,2.8401523,97.15984
Africa,,1970,0,3.298447,96.70155
Africa,,1971,0,2.9048533,97.095146
Africa,,1972,0,3.138792,96.861206
Africa,,1973,0,3.0606759,96.93932
Africa,,1974,0,3.3378527,96.662155
Africa,,1975,0,3.3265598,96.67343
Africa,,1976,0,3.394954,96.60504
Africa,,1977,0,3.5442035,96.455795
Africa,,1978,0,3.434746,96.565254
Africa,,1979,0,3.3698816,96.63012
Africa,,1980,0,3.0395887,96.96041
Africa,,1981,0,2.802844,97.19716
Africa,,1982,0,2.6223118,97.377686
Africa,,1983,0,2.2800705,97.71993
Africa,,1984,0.19116485,2.1782556,97.630585
Africa,,1985,0.24974929,2.336257,97.413994
Africa,,1986,0.4060747,2.3896904,97.20423
Africa,,1987,0.27413103,2.2098715,97.516
Africa,,1988,0.43728378,2.2595336,97.303185
Africa,,1989,0.46264908,2.3715281,97.165825
Africa,,1990,0.33996907,2.3358297,97.324196
Africa,,1991,0.36949778,2.4836638,97.146835
Africa,,1992,0.36877388,2.3307455,97.30048
Africa,,1993,0.28683692,2.2781773,97.43498
Africa,,1994,0.37063876,2.2335584,97.3958
Africa,,1995,0.41508245,2.2329419,97.351974
Africa,,1996,0.4222325,2.2799356,97.29783
Africa,,1997,0.4447436,2.2944484,97.26081
Africa,,1998,0.47195208,2.3726003,97.15545
Africa,,1999,0.43224734,2.437858,97.1299
Africa,,2000,0.42913762,2.5633574,97.0075
Africa,,2001,0.34163266,2.665589,96.99278
Africa,,2002,0.37660676,2.7567341,96.86666
Africa,,2003,0.3777986,2.5584173,97.06378
Africa,,2004,0.3719667,2.5323884,97.09564
Africa,,2005,0.31318697,2.569725,97.11709
Africa,,2006,0.27259433,2.62943,97.09798
Africa,,2007,0.29647633,2.604216,97.099304
Africa,,2008,0.32066196,2.505795,97.17354
Africa,,2009,0.31079102,2.5436258,97.145584
Africa,,2010,0.3190874,2.6882806,96.99263
Africa,,2011,0.301978,2.752439,96.94558
Africa,,2012,0.29180744,2.6728647,97.035324
Africa,,2013,0.30921182,2.7722242,96.91856
Africa,,2014,0.2947586,2.916993,96.78825
Africa,,2015,0.2551749,2.9142482,96.830574
Africa,,2016,0.30516127,2.8679936,96.82684
Africa,,2017,0.2818704,3.062356,96.65578
Africa,,2018,0.22512417,3.258188,96.516685
Africa,,2019,0.25963485,3.4355693,96.304794
Africa,,2020,0.2840642,3.9058003,95.81014
Africa,,2021,0.20012316,3.8852022,95.91468
Africa (BP),,1965,0,2.0205562,97.97945
Africa (BP),,1966,0,2.1577976,97.8422
Africa (BP),,1967,0,2.2327197,97.76728
Africa (BP),,1968,0,2.4842377,97.51576
Africa (BP),,1969,0,2.840152,97.15985
Africa (BP),,1970,0,3.2984474,96.70155
Africa (BP),,1971,0,2.9048536,97.095146
Africa (BP),,1972,0,3.138792,96.861206
Africa (BP),,1973,0,3.0606759,96.93932
Africa (BP),,1974,0,3.3378527,96.662155
Africa (BP),,1975,0,3.3265603,96.67343
Africa (BP),,1976,0,3.394954,96.60504
Africa (BP),,1977,0,3.5442035,96.455795
Africa (BP),,1978,0,3.4347456,96.565254
Africa (BP),,1979,0,3.3698816,96.63012
Africa (BP),,1980,0,3.0395887,96.96041
Africa (BP),,1981,0,2.8028438,97.19716
Africa (BP),,1982,0,2.6223118,97.377686
Africa (BP),,1983,0,2.2800705,97.71993
Africa (BP),,1984,0.19116485,2.1782556,97.630585
Africa (BP),,1985,0.24974929,2.336257,97.413994
Africa (BP),,1986,0.4060747,2.3896904,97.20423
Africa (BP),,1987,0.27413103,2.2098715,97.516
Africa (BP),,1988,0.43728378,2.259534,97.303185
Africa (BP),,1989,0.46264908,2.3715284,97.165825
Africa (BP),,1990,0.33996907,2.3358297,97.324196
Africa (BP),,1991,0.3694978,2.483664,97.146835
Africa (BP),,1992,0.36877388,2.3307455,97.30048
Africa (BP),,1993,0.28683692,2.2781773,97.43498
Africa (BP),,1994,0.37063876,2.2335584,97.3958
Africa (BP),,1995,0.41508245,2.2329416,97.351974
Africa (BP),,1996,0.4222325,2.2799356,97.29783
Africa (BP),,1997,0.4447436,2.2944486,97.26081
Africa (BP),,1998,0.47195208,2.3726003,97.15545
Africa (BP),,1999,0.43224734,2.437858,97.1299
Africa (BP),,2000,0.42913762,2.5633574,97.0075
Africa (BP),,2001,0.34163266,2.665589,96.99278
Africa (BP),,2002,0.37654868,2.7717247,96.85172
Africa (BP),,2003,0.37773758,2.5741513,97.04811
Africa (BP),,2004,0.37190074,2.549658,97.07844
Africa (BP),,2005,0.31316584,2.576287,97.11055
Africa (BP),,2006,0.272589,2.6313438,97.09607
Africa (BP),,2007,0.2964149,2.6243992,97.079185
Africa (BP),,2008,0.32061374,2.5204601,97.15893
Africa (BP),,2009,0.31076536,2.5516725,97.137566
Africa (BP),,2010,0.3190715,2.6931195,96.98781
Africa (BP),,2011,0.30194235,2.763925,96.934135
Africa (BP),,2012,0.29176766,2.686151,97.02209
Africa (BP),,2013,0.30917197,2.7847674,96.90607
Africa (BP),,2014,0.2947228,2.9287841,96.7765
Africa (BP),,2015,0.2551369,2.9287112,96.81616
Africa (BP),,2016,0.30512172,2.8805938,96.814285
Africa (BP),,2017,0.2818352,3.0744565,96.64371
Africa (BP),,2018,0.22508137,3.2765837,96.49834
Africa (BP),,2019,0.25959304,3.4511256,96.28928
Africa (BP),,2020,0.28400418,3.926099,95.789894
Africa (BP),,2021,0.20008239,3.9047747,95.89514
Algeria,DZA,1965,0,1.6632121,98.33679
Algeria,DZA,1966,0,1.2183489,98.781654
Algeria,DZA,1967,0,1.4938948,98.5061
Algeria,DZA,1968,0,1.9252337,98.07477
Algeria,DZA,1969,0,1.099513,98.90048
Algeria,DZA,1970,0,1.6281228,98.37187
Algeria,DZA,1971,0,0.84426963,99.15572
Algeria,DZA,1972,0,1.1332642,98.86674
Algeria,DZA,1973,0,1.4523256,98.547676
Algeria,DZA,1974,0,0.8578385,99.14216
Algeria,DZA,1975,0,0.4704007,99.529594
Algeria,DZA,1976,0,0.47823453,99.52177
Algeria,DZA,1977,0,0.29993474,99.70007
Algeria,DZA,1978,0,0.2214894,99.77851
Algeria,DZA,1979,0,0.19666055,99.80334
Algeria,DZA,1980,0,0.14549366,99.85451
Algeria,DZA,1981,0,0.17065331,99.829346
Algeria,DZA,1982,0,0.19379005,99.806206
Algeria,DZA,1983,0,0.08687399,99.91313
Algeria,DZA,1984,0,0.17430764,99.82569
Algeria,DZA,1985,0,0.24747893,99.75252
Algeria,DZA,1986,0,0.09025229,99.909744
Algeria,DZA,1987,0,0.17558579,99.82442
Algeria,DZA,1988,0,0.05998747,99.94001
Algeria,DZA,1989,0,0.07619021,99.923805
Algeria,DZA,1990,0,0.0428967,99.9571
Algeria,DZA,1991,0,0.09405446,99.905945
Algeria,DZA,1992,0,0.062219113,99.93778
Algeria,DZA,1993,0,0.11873363,99.88127
Algeria,DZA,1994,0,0.05504048,99.94497
Algeria,DZA,1995,0,0.06170726,99.93829
Algeria,DZA,1996,0,0.04359613,99.9564
Algeria,DZA,1997,0,0.025192048,99.97481
Algeria,DZA,1998,0,0.06982147,99.930176
Algeria,DZA,1999,0,0.06526556,99.93473
Algeria,DZA,2000,0,0.018009609,99.981995
Algeria,DZA,2001,0,0.022209402,99.97779
Algeria,DZA,2002,0,0.0177106,99.982285
Algeria,DZA,2003,0,0.07877091,99.92123
Algeria,DZA,2004,0,0.071856864,99.92814
Algeria,DZA,2005,0,0.15203837,99.84796
Algeria,DZA,2006,0,0.05744176,99.94256
Algeria,DZA,2007,0,0.056609437,99.94339
Algeria,DZA,2008,0,0.06689601,99.933105
Algeria,DZA,2009,0,0.07629736,99.9237
Algeria,DZA,2010,0,0.041511696,99.95849
Algeria,DZA,2011,0,0.08540877,99.91459
Algeria,DZA,2012,0,0.08200511,99.918
Algeria,DZA,2013,0,0.023772411,99.97623
Algeria,DZA,2014,0,0.043405503,99.95659
Algeria,DZA,2015,0,0.035972252,99.96403
Algeria,DZA,2016,0,0.054515652,99.94549
Algeria,DZA,2017,0,0.092962354,99.90704
Algeria,DZA,2018,0,0.10892919,99.891075
Algeria,DZA,2019,0,0.11202203,99.88798
Algeria,DZA,2020,0,0.113639444,99.88636
Algeria,DZA,2021,,0.10004702,99.899956
Argentina,ARG,1965,0,0.37566268,99.62434
Argentina,ARG,1966,0,0.36851674,99.631485
Argentina,ARG,1967,0,0.36668742,99.633316
Argentina,ARG,1968,0,0.41846293,99.581535
Argentina,ARG,1969,0,0.3627785,99.63722
Argentina,ARG,1970,0,0.46056467,99.53944
Argentina,ARG,1971,0,0.43198466,99.568016
Argentina,ARG,1972,0,0.419495,99.580505
Argentina,ARG,1973,0,0.7829439,99.21706
Argentina,ARG,1974,0.25871593,1.2625301,98.47875
Argentina,ARG,1975,0.6485758,1.3550686,97.99636
Argentina,ARG,1976,0.63039225,1.2440846,98.12553
Argentina,ARG,1977,0.38337436,1.3655303,98.2511
Argentina,ARG,1978,0.6871267,1.8531995,97.45967
Argentina,ARG,1979,0.59997433,2.3963087,97.003716
Argentina,ARG,1980,0.53445196,3.4807668,95.98478
Argentina,ARG,1981,0.66430694,3.4847364,95.85096
Argentina,ARG,1982,0.43651113,4.1333566,95.43013
Argentina,ARG,1983,0.7676464,4.1873326,95.04502
Argentina,ARG,1984,1.0552274,4.5457897,94.39898
Argentina,ARG,1985,1.3398203,4.826962,93.83322
Argentina,ARG,1986,1.2498467,4.629584,94.12057
Argentina,ARG,1987,1.3558692,4.6178203,94.02631
Argentina,ARG,1988,1.1597724,3.076878,95.76335
Argentina,ARG,1989,1.0365863,2.7346199,96.2288
Argentina,ARG,1990,1.5669074,3.8405902,94.5925
Argentina,ARG,1991,1.6303523,3.3633397,95.00631
Argentina,ARG,1992,1.3925444,3.7945557,94.8129
Argentina,ARG,1993,1.499467,4.6172557,93.88328
Argentina,ARG,1994,1.5250025,5.071431,93.40357
Argentina,ARG,1995,1.254815,4.7277894,94.017395
Argentina,ARG,1996,1.2454269,3.790934,94.96364
Argentina,ARG,1997,1.3378829,4.7253623,93.93675
Argentina,ARG,1998,1.197486,4.292337,94.51018
Argentina,ARG,1999,1.1097127,3.387794,95.50249
Argentina,ARG,2000,0.97961974,4.5985293,94.421844
Argentina,ARG,2001,1.1807237,6.1875634,92.631714
Argentina,ARG,2002,1.014146,6.3385897,92.64726
Argentina,ARG,2003,1.2171196,5.5916066,93.19127
Argentina,ARG,2004,1.1717339,4.6759806,94.15229
Argentina,ARG,2005,0.9643782,4.939676,94.09595
Argentina,ARG,2006,1.0368869,5.2551074,93.70801
Argentina,ARG,2007,0.9126428,4.0703692,95.01699
Argentina,ARG,2008,0.91703206,4.0242963,95.05867
Argentina,ARG,2009,1.0557876,4.624671,94.31954
Argentina,ARG,2010,0.88961244,5.0281143,94.082275
Argentina,ARG,2011,0.7611783,4.9214263,94.3174
Argentina,ARG,2012,0.7276699,4.7539415,94.51839
Argentina,ARG,2013,0.68062526,5.1262217,94.19315
Argentina,ARG,2014,0.6050715,5.313989,94.08094
Argentina,ARG,2015,0.75992036,5.3540783,93.886
Argentina,ARG,2016,0.8953288,5.1321106,93.972565
Argentina,ARG,2017,0.6584825,5.628604,93.71291
Argentina,ARG,2018,0.7520272,5.798177,93.4498
Argentina,ARG,2019,0.9819739,6.15495,92.863075
Argentina,ARG,2020,1.3266634,5.765194,92.908134
Argentina,ARG,2021,1.2360771,5.3925385,93.37138
Asia,,1965,0.0004926715,2.8181968,97.18131
Asia,,1966,0.010583756,2.703344,97.28607
Asia,,1967,0.010822474,2.398902,97.59027
Asia,,1968,0.01666889,2.474153,97.50918
Asia,,1969,0.02527717,2.2504888,97.724236
Asia,,1970,0.07248007,2.0293686,97.89815
Asia,,1971,0.10128452,2.0223339,97.87637
Asia,,1972,0.11184758,1.9665431,97.921616
Asia,,1973,0.11656661,1.6790582,98.20438
Asia,,1974,0.20956686,1.8792125,97.911224
Asia,,1975,0.256463,1.9579537,97.78558
Asia,,1976,0.32402235,1.9033935,97.77258
Asia,,1977,0.276241,1.7479992,97.97575
Asia,,1978,0.5085511,1.7284399,97.76301
Asia,,1979,0.59498966,1.779602,97.625404
Asia,,1980,0.7013427,1.9195104,97.37915
Asia,,1981,0.74468786,2.0344326,97.22089
Asia,,1982,0.8532011,2.0349796,97.111824
Asia,,1983,0.97017515,2.033562,96.99627
Asia,,1984,1.0800315,1.8957945,97.02417
Asia,,1985,1.1370441,1.9118997,96.951065
Asia,,1986,1.1603234,1.85182,96.987854
Asia,,1987,1.3017993,1.8164892,96.88171
Asia,,1988,1.1480836,1.9443989,96.90752
Asia,,1989,1.1427547,1.9018505,96.9554
Asia,,1990,1.183257,1.9081194,96.90862
Asia,,1991,1.2157047,1.8569123,96.92738
Asia,,1992,1.1923511,1.7877517,97.01989
Asia,,1993,1.2729826,1.9059827,96.82104
Asia,,1994,1.2902951,1.8097771,96.899925
Asia,,1995,1.366659,1.8880855,96.74526
Asia,,1996,1.3808018,1.7956357,96.82356
Asia,,1997,1.4274979,1.7504988,96.822
Asia,,1998,1.4873519,1.8593245,96.65332
Asia,,1999,1.4614668,1.7647196,96.77381
Asia,,2000,1.4456669,1.7566258,96.79771
Asia,,2001,1.4161565,1.8292146,96.75463
Asia,,2002,1.3814589,1.8028845,96.81565
Asia,,2003,1.133079,1.7306156,97.13631
Asia,,2004,1.1894419,1.8594708,96.95109
Asia,,2005,1.1536924,1.802609,97.04369
Asia,,2006,1.1203711,1.8843442,96.995285
Asia,,2007,1.009791,1.8737091,97.1165
Asia,,2008,0.95102257,2.0768433,96.97214
Asia,,2009,0.9721279,2.025522,97.00235
Asia,,2010,0.9635341,2.2290566,96.80741
Asia,,2011,0.7564409,2.203077,97.04048
Asia,,2012,0.5210583,2.4351358,97.04381
Asia,,2013,0.5153541,2.6374989,96.84714
Asia,,2014,0.5416609,2.872239,96.586105
Asia,,2015,0.60051495,3.0380101,96.36147
Asia,,2016,0.65882623,3.2357936,96.10537
Asia,,2017,0.6762836,3.4573288,95.86638
Asia,,2018,0.73246837,3.6702323,95.597305
Asia,,2019,0.8378804,3.96376,95.19836
Asia,,2020,0.86668617,4.31325,94.82006
Asia,,2021,0.900424,4.4870386,94.61254
Asia Pacific (BP),,1965,0.0005074093,3.2014186,96.79808
Asia Pacific (BP),,1966,0.010893249,3.0582206,96.93088
Asia Pacific (BP),,1967,0.011138188,2.732145,97.256714
Asia Pacific (BP),,1968,0.017176073,2.794009,97.18881
Asia Pacific (BP),,1969,0.026046675,2.533937,97.44002
Asia Pacific (BP),,1970,0.07441308,2.3058364,97.61975
Asia Pacific (BP),,1971,0.104243144,2.3225796,97.57318
Asia Pacific (BP),,1972,0.115436144,2.2517245,97.632835
Asia Pacific (BP),,1973,0.12075611,1.9641865,97.91506
Asia Pacific (BP),,1974,0.21737513,2.178093,97.60453
Asia Pacific (BP),,1975,0.26576683,2.2442653,97.48997
Asia Pacific (BP),,1976,0.33850673,2.1459625,97.515526
Asia Pacific (BP),,1977,0.29092333,1.9673643,97.741714
Asia Pacific (BP),,1978,0.5363267,1.9309871,97.532684
Asia Pacific (BP),,1979,0.6340879,2.0116518,97.354256
Asia Pacific (BP),,1980,0.7451239,2.1472673,97.107605
Asia Pacific (BP),,1981,0.79753923,2.278096,96.92437
Asia Pacific (BP),,1982,0.9256944,2.2747414,96.79956
Asia Pacific (BP),,1983,1.0644293,2.324241,96.61133
Asia Pacific (BP),,1984,1.1951653,2.1816158,96.623215
Asia Pacific (BP),,1985,1.372731,2.230635,96.39663
Asia Pacific (BP),,1986,1.42052,2.1993425,96.38014
Asia Pacific (BP),,1987,1.586695,2.0778458,96.33545
Asia Pacific (BP),,1988,1.3881332,2.1350448,96.47682
Asia Pacific (BP),,1989,1.3963323,2.1790762,96.4246
Asia Pacific (BP),,1990,1.4495895,2.1295233,96.42088
Asia Pacific (BP),,1991,1.477737,2.0933096,96.428955
Asia Pacific (BP),,1992,1.4458781,1.9543748,96.59975
Asia Pacific (BP),,1993,1.5265009,2.0316823,96.44181
Asia Pacific (BP),,1994,1.5443583,1.9530379,96.5026
Asia Pacific (BP),,1995,1.6237905,2.0415635,96.33464
Asia Pacific (BP),,1996,1.6262677,1.9085947,96.46513
Asia Pacific (BP),,1997,1.6814647,1.8757358,96.4428
Asia Pacific (BP),,1998,1.7605308,2.009796,96.229675
Asia Pacific (BP),,1999,1.7210696,1.926353,96.35258
Asia Pacific (BP),,2000,1.7050171,1.942272,96.35271
Asia Pacific (BP),,2001,1.6735488,2.0486567,96.277794
Asia Pacific (BP),,2002,1.6316986,2.0174422,96.35086
Asia Pacific (BP),,2003,1.3304478,1.9125391,96.75701
Asia Pacific (BP),,2004,1.3940464,2.0481877,96.55777
Asia Pacific (BP),,2005,1.3466852,2.000752,96.652565
Asia Pacific (BP),,2006,1.3063464,2.1001213,96.59354
Asia Pacific (BP),,2007,1.1769837,2.1193688,96.70365
Asia Pacific (BP),,2008,1.1146853,2.436683,96.44864
Asia Pacific (BP),,2009,1.1392848,2.3922813,96.46843
Asia Pacific (BP),,2010,1.1302935,2.5989673,96.27074
Asia Pacific (BP),,2011,0.88687557,2.5943835,96.51874
Asia Pacific (BP),,2012,0.60886496,2.871106,96.52003
Asia Pacific (BP),,2013,0.5966294,3.143822,96.25955
Asia Pacific (BP),,2014,0.6297979,3.4862823,95.88392
Asia Pacific (BP),,2015,0.7018406,3.623049,95.6751
Asia Pacific (BP),,2016,0.7683614,3.891621,95.34002
Asia Pacific (BP),,2017,0.78835636,4.1353626,95.07628
Asia Pacific (BP),,2018,0.8549448,4.4352403,94.709816
Asia Pacific (BP),,2019,0.9779879,4.7165475,94.305466
Asia Pacific (BP),,2020,1.007821,5.1745763,93.817604
Asia Pacific (BP),,2021,1.0395677,5.4402905,93.52014
Australia,AUS,1965,0,1.9474492,98.05256
Australia,AUS,1966,0,1.7696494,98.230354
Australia,AUS,1967,0,1.7255803,98.27442
Australia,AUS,1968,0,1.695617,98.30438
Australia,AUS,1969,0,1.7759134,98.22408
Australia,AUS,1970,0,1.8979626,98.102036
Australia,AUS,1971,0,2.0445051,97.9555
Australia,AUS,1972,0,1.9628253,98.03718
Australia,AUS,1973,0,1.9584849,98.04152
Australia,AUS,1974,0,2.0916529,97.90835
Australia,AUS,1975,0,2.216658,97.78334
Australia,AUS,1976,0,2.0321095,97.96789
Australia,AUS,1977,0,1.842127,98.15787
Australia,AUS,1978,0,1.9293872,98.07062
Australia,AUS,1979,0,1.8048165,98.19518
Australia,AUS,1980,0,1.6953204,98.30468
Australia,AUS,1981,0,1.719791,98.28021
Australia,AUS,1982,0,1.6128169,98.387184
Australia,AUS,1983,0,1.5766852,98.42332
Australia,AUS,1984,0,1.6429534,98.35705
Australia,AUS,1985,0,1.6951256,98.30488
Australia,AUS,1986,0,1.6718596,98.32814
Australia,AUS,1987,0,1.5762336,98.42377
Australia,AUS,1988,0,1.6133553,98.38664
Australia,AUS,1989,0,1.5333325,98.46667
Australia,AUS,1990,0,1.548014,98.45199
Australia,AUS,1991,0,1.649251,98.350746
Australia,AUS,1992,0,1.6467187,98.35328
Australia,AUS,1993,0,1.6568143,98.343185
Australia,AUS,1994,0,1.5732142,98.42679
Australia,AUS,1995,0,1.4694238,98.53058
Australia,AUS,1996,0,1.467645,98.53236
Australia,AUS,1997,0,1.4349995,98.565
Australia,AUS,1998,0,1.3959973,98.604
Australia,AUS,1999,0,1.3856586,98.614334
Australia,AUS,2000,0,1.380052,98.61995
Australia,AUS,2001,0,1.3467834,98.65321
Australia,AUS,2002,0,1.3737072,98.6263
Australia,AUS,2003,0,1.4091395,98.590866
Australia,AUS,2004,0,1.4168333,98.58317
Australia,AUS,2005,0,1.5289751,98.47103
Australia,AUS,2006,0,1.5307162,98.469284
Australia,AUS,2007,0,1.4484012,98.5516
Australia,AUS,2008,0,1.3630749,98.63692
Australia,AUS,2009,0,1.4894896,98.51051
Australia,AUS,2010,0,1.6838286,98.31617
Australia,AUS,2011,0,2.2448866,97.75511
Australia,AUS,2012,0,2.2486973,97.751305
Australia,AUS,2013,0,2.581362,97.41864
Australia,AUS,2014,0,2.3757663,97.62424
Australia,AUS,2015,0,2.4838483,97.51615
Australia,AUS,2016,0,2.8415856,97.15842
Australia,AUS,2017,0,2.675577,97.324425
Australia,AUS,2018,0,3.3260868,96.67391
Australia,AUS,2019,0,3.5782046,96.4218
Australia,AUS,2020,0,4.4028907,95.59711
Australia,AUS,2021,,5.3734813,94.62652
Austria,AUT,1965,0,10.177567,89.82243
Austria,AUT,1966,0,10.541428,89.45858
Austria,AUT,1967,0,10.6789,89.3211
Austria,AUT,1968,0,10.178909,89.82109
Austria,AUT,1969,0,8.835707,91.16429
Austria,AUT,1970,0,10.019365,89.98063
Austria,AUT,1971,0,7.6396875,92.36031
Austria,AUT,1972,0,7.5824766,92.41753
Austria,AUT,1973,0,7.8752713,92.12473
Austria,AUT,1974,0,9.522351,90.477646
Austria,AUT,1975,0,10.147353,89.852646
Austria,AUT,1976,0,8.205004,91.795
Austria,AUT,1977,0,10.262739,89.73727
Austria,AUT,1978,0,9.766117,90.23389
Austria,AUT,1979,0,10.514009,89.48599
Austria,AUT,1980,0,11.030403,88.9696
Austria,AUT,1981,0,12.282309,87.71769
Austria,AUT,1982,0,12.827603,87.17239
Austria,AUT,1983,0,12.720877,87.27912
Austria,AUT,1984,0,10.962393,89.03761
Austria,AUT,1985,0,12.511675,87.48833
Austria,AUT,1986,0,12.7171755,87.28283
Austria,AUT,1987,0,13.811514,86.18849
Austria,AUT,1988,0,14.1033325,85.89667
Austria,AUT,1989,0,13.923552,86.07645
Austria,AUT,1990,0,12.075725,87.92427
Austria,AUT,1991,0,11.399933,88.60007
Austria,AUT,1992,0,13.195205,86.8048
Austria,AUT,1993,0,13.765245,86.23476
Austria,AUT,1994,0,13.333802,86.66619
Austria,AUT,1995,0,13.448903,86.551094
Austria,AUT,1996,0,12.099159,87.90084
Austria,AUT,1997,0,12.6293335,87.37067
Austria,AUT,1998,0,12.879785,87.12021
Austria,AUT,1999,0,13.868648,86.131355
Austria,AUT,2000,0,14.255736,85.74427
Austria,AUT,2001,0,13.167345,86.83266
Austria,AUT,2002,0,12.979719,87.02029
Austria,AUT,2003,0,10.375049,89.62495
Austria,AUT,2004,0,11.685584,88.31441
Austria,AUT,2005,0,12.014991,87.98501
Austria,AUT,2006,0,12.795347,87.20466
Austria,AUT,2007,0,14.228561,85.77144
Austria,AUT,2008,0,14.621232,85.37877
Austria,AUT,2009,0,16.63111,83.36889
Austria,AUT,2010,0,15.065767,84.934235
Austria,AUT,2011,0,14.682161,85.31783
Austria,AUT,2012,0,17.747856,82.252144
Austria,AUT,2013,0,17.303354,82.69664
Austria,AUT,2014,0,18.468468,81.53154
Austria,AUT,2015,0,17.70288,82.29712
Austria,AUT,2016,0,17.943033,82.05697
Austria,AUT,2017,0,17.153667,82.84634
Austria,AUT,2018,0,17.31604,82.68396
Austria,AUT,2019,0,17.993475,82.00652
Austria,AUT,2020,0,19.641478,80.35852
Austria,AUT,2021,,19.182583,80.81742
Azerbaijan,AZE,1985,0,0.56482977,99.435165
Azerbaijan,AZE,1986,0,0.3201185,99.67988
Azerbaijan,AZE,1987,0,0.33039024,99.66961
Azerbaijan,AZE,1988,0,0.2863646,99.71363
Azerbaijan,AZE,1989,0,0.2807826,99.719215
Azerbaijan,AZE,1990,0,0.64436764,99.35564
Azerbaijan,AZE,1991,0,0.7125317,99.287476
Azerbaijan,AZE,1992,0,0.8282049,99.17179
Azerbaijan,AZE,1993,0,1.3386117,98.66139
Azerbaijan,AZE,1994,0,1.093952,98.906044
Azerbaijan,AZE,1995,0,0.98729134,99.01271
Azerbaijan,AZE,1996,0,1.1939456,98.80605
Azerbaijan,AZE,1997,0,1.3940884,98.60591
Azerbaijan,AZE,1998,0,1.588412,98.41159
Azerbaijan,AZE,1999,0,1.2229049,98.7771
Azerbaijan,AZE,2000,0,1.1925776,98.80743
Azerbaijan,AZE,2001,,1.0459659,98.95403
Azerbaijan,AZE,2002,,1.6618136,98.33819
Azerbaijan,AZE,2003,,1.885075,98.11493
Azerbaijan,AZE,2004,,1.8525496,98.147446
Azerbaijan,AZE,2005,,1.8665303,98.13347
Azerbaijan,AZE,2006,,1.5792296,98.42077
Azerbaijan,AZE,2007,,1.640233,98.35977
Azerbaijan,AZE,2008,,1.5304611,98.46954
Azerbaijan,AZE,2009,,1.8005301,98.19947
Azerbaijan,AZE,2010,,2.763454,97.23654
Azerbaijan,AZE,2011,,1.9023178,98.09768
Azerbaijan,AZE,2012,,1.2435145,98.756485
Azerbaijan,AZE,2013,,1.0310477,98.968956
Azerbaijan,AZE,2014,,0.90235454,99.09764
Azerbaijan,AZE,2015,,1.0321916,98.96781
Azerbaijan,AZE,2016,,1.2666373,98.73337
Azerbaijan,AZE,2017,,1.1579468,98.84205
Azerbaijan,AZE,2018,,1.173161,98.82684
Azerbaijan,AZE,2019,,1.0202591,98.979744
Azerbaijan,AZE,2020,,0.74940443,99.250595
Azerbaijan,AZE,2021,,0.8412969,99.15871
Bangladesh,BGD,1971,0,1.3395176,98.660484
Bangladesh,BGD,1972,0,1.1785996,98.8214
Bangladesh,BGD,1973,0,1.7576009,98.2424
Bangladesh,BGD,1974,0,1.1987567,98.80125
Bangladesh,BGD,1975,0,2.1291285,97.870865
Bangladesh,BGD,1976,0,2.0646772,97.935326
Bangladesh,BGD,1977,0,1.7776506,98.22235
Bangladesh,BGD,1978,0,1.9436353,98.056366
Bangladesh,BGD,1979,0,2.0491416,97.95086
Bangladesh,BGD,1980,0,1.7346308,98.265366
Bangladesh,BGD,1981,0,1.7548008,98.2452
Bangladesh,BGD,1982,0,1.3201123,98.679886
Bangladesh,BGD,1983,0,1.702033,98.29797
Bangladesh,BGD,1984,0,2.1517448,97.84825
Bangladesh,BGD,1985,0,1.5781196,98.42188
Bangladesh,BGD,1986,0,0.8711488,99.128845
Bangladesh,BGD,1987,0,0.9074509,99.09255
Bangladesh,BGD,1988,0,1.0671026,98.9329
Bangladesh,BGD,1989,0,1.3566558,98.64334
Bangladesh,BGD,1990,0,1.2256256,98.774376
Bangladesh,BGD,1991,0,1.2037696,98.796234
Bangladesh,BGD,1992,0,1.0452671,98.954735
Bangladesh,BGD,1993,0,0.7216968,99.2783
Bangladesh,BGD,1994,0,0.951338,99.04866
Bangladesh,BGD,1995,0,0.34968776,99.650314
Bangladesh,BGD,1996,0,0.6672311,99.33277
Bangladesh,BGD,1997,0,0.6172536,99.382744
Bangladesh,BGD,1998,0,0.69833314,99.30167
Bangladesh,BGD,1999,0,0.66451174,99.33549
Bangladesh,BGD,2000,0,0.5562362,99.44377
Bangladesh,BGD,2001,0,0.6462288,99.353775
Bangladesh,BGD,2002,0,0.47091287,99.52909
Bangladesh,BGD,2003,0,0.4445334,99.555466
Bangladesh,BGD,2004,0,0.43018806,99.56981
Bangladesh,BGD,2005,0,0.39945462,99.60055
Bangladesh,BGD,2006,0,0.3702316,99.62977
Bangladesh,BGD,2007,0,0.3633856,99.63661
Bangladesh,BGD,2008,0,0.4382506,99.56175
Bangladesh,BGD,2009,0,0.18379253,99.81621
Bangladesh,BGD,2010,0,0.31321952,99.68678
Bangladesh,BGD,2011,0,0.34679887,99.6532
Bangladesh,BGD,2012,0,0.30248123,99.69751
Bangladesh,BGD,2013,0,0.2904779,99.709526
Bangladesh,BGD,2014,0,0.23914738,99.76085
